sid,district,name,lat,lon,cap,need,stock,deficit,surplus,zero_share
908,板橋區,板橋車站(新站路),25.01529,121.46438,28.0,11.7,8.7,4.7,0.0,20.2
909,板橋區,板橋重慶公園,25.0001,121.463,38.0,8.9,9.0,1.3,0.0,1.0
910,板橋區,林本源園邸,25.01086,121.45598,40.0,6.3,12.7,0.0,5.5,0.0
911,板橋區,民族路225巷,25.00779,121.46995,13.0,10.1,5.1,6.5,0.0,5.2
912,板橋區,民治街81巷,25.03223,121.48005,16.0,9.2,6.6,4.0,0.0,3.5
913,板橋區,民生中山路口,25.01606,121.47346,29.0,9.7,9.3,1.9,0.0,1.8
914,板橋區,民生公園,25.01368,121.47542,50.0,12.9,18.4,0.0,0.0,1.6
915,板橋區,民生縣民大道口(東南側),25.01862,121.47166,22.0,2.6,2.2,0.0,0.0,17.2
916,板橋區,民生路二段/文化路一段286巷口,25.02132,121.46885,13.0,3.9,4.0,0.5,0.0,27.5
917,板橋區,民生路二段226巷8弄,25.02151,121.46996,21.0,3.1,4.6,0.0,0.0,8.6
918,板橋區,民生長江路口,25.03134,121.46346,99.0,24.7,26.4,2.0,0.0,0.7
919,板橋區,永安公園,25.02418,121.47776,64.0,1.8,8.1,0.0,6.0,0.1
920,板橋區,永翠藝文街口(大禾社區),25.01801,121.45029,44.0,1.8,10.4,0.0,8.3,0.0
921,板橋區,永翠藝文街口(柏克萊公園社區),25.01811,121.45066,45.0,1.4,8.6,0.0,6.6,0.4
922,板橋區,永豐公園活動中心,25.02113,121.47685,32.0,12.4,10.8,3.5,0.0,0.8
923,板橋區,江翠國中,25.02858,121.46848,36.0,6.1,5.6,1.4,0.0,22.3
924,板橋區,江翠國中活動中心地下停車場,25.02838,121.46623,19.0,5.1,6.2,0.0,0.0,0.7
925,板橋區,江翠國小,25.03236,121.47431,43.0,14.9,17.5,0.0,0.0,18.5
926,板橋區,浮洲合宜住宅(合安一合宜路口),24.99849,121.44863,58.0,10.0,11.0,0.5,0.0,3.5
927,板橋區,浮洲合宜住宅(合安一路),24.99946,121.4465,34.0,5.8,8.7,0.0,0.0,14.5
928,板橋區,浮洲合宜住宅(合宜一合宜路口),24.99536,121.44602,22.0,1.0,4.8,0.0,2.8,2.0
929,板橋區,浮洲合宜住宅(合宜一路),24.99652,121.44276,57.0,1.1,12.0,0.0,10.0,0.0
930,板橋區,浮洲合宜住宅(樂群路),24.99702,121.44642,48.0,16.9,14.1,5.2,0.0,0.0
931,板橋區,浮洲火車站,25.0041,121.44425,46.0,17.4,20.2,0.0,0.0,4.9
932,板橋區,浮洲運動公園,25.01419,121.4498,14.0,5.1,5.1,0.8,0.0,9.0
933,板橋區,海山高中,25.00911,121.47149,80.0,2.9,4.8,0.0,0.0,4.8
934,板橋區,海山高中(漢生東路),25.01067,121.47048,40.0,3.7,2.5,1.7,0.0,34.9
935,板橋區,港嘴活動中心,25.02578,121.4814,20.0,1.2,3.0,0.0,1.0,4.1
936,板橋區,港德攤集區(中正路236巷),25.01975,121.4597,20.0,12.8,11.0,3.7,0.0,2.5
937,板橋區,湳仔二橋,25.00118,121.45192,15.0,1.1,5.8,0.0,3.8,1.7
938,板橋區,湳仔溝抽水站,25.02184,121.44828,15.0,5.0,8.5,0.0,0.0,5.4
939,板橋區,湳雅夜市停車場,25.00557,121.45345,10.0,7.5,3.6,5.0,0.0,4.8
940,板橋區,湳雅觀光夜市(津渡橋),25.0079,121.45231,56.0,3.3,7.1,0.0,3.4,2.5
941,板橋區,溪北公園,24.98999,121.43224,42.0,7.0,11.7,0.0,0.0,0.0
942,板橋區,溪城金門街口,24.98356,121.4269,16.0,8.0,6.7,2.5,0.0,1.7
943,板橋區,溪洲公園停車場,24.98698,121.42686,40.0,8.8,15.8,0.0,0.0,0.0
944,板橋區,溪頭公園,25.03312,121.46852,58.0,3.1,8.1,0.0,4.5,0.8
945,板橋區,漢生東路193巷口,25.01225,121.47128,19.0,6.0,4.1,2.8,0.0,4.4
946,板橋區,潤泰社區,25.01795,121.47938,35.0,9.2,8.3,2.4,0.0,13.6
947,板橋區,玫瑰公園,25.02373,121.45544,14.0,8.1,4.0,5.4,0.0,6.1
948,板橋區,環河公園,25.01666,121.45064,44.0,9.4,19.2,0.0,8.3,0.1
949,板橋區,環河西大漢街口,25.03183,121.4612,46.0,8.8,12.5,0.0,0.0,0.6
950,板橋區,環河西新月一街口(新月天地社區),25.0267,121.453,38.0,3.7,9.2,0.0,4.9,1.0
951,板橋區,環河西華江六路口(翠亨村社區),25.03609,121.4709,40.0,1.5,6.3,0.0,4.3,0.1
952,板橋區,生態北公園,24.99952,121.45643,18.0,15.3,10.3,7.3,0.0,9.5
953,板橋區,生態南公園,24.99602,121.45504,18.0,5.6,6.9,0.0,0.0,14.5
954,板橋區,田單北街/懷德街201巷(一川社區),25.03025,121.48186,40.0,1.6,5.5,0.0,3.5,2.8
955,板橋區,石雕公園,25.03026,121.46947,34.0,6.3,5.5,1.7,0.0,28.2
956,板橋區,稚匯公園(華江三路),25.03562,121.47255,19.0,2.1,4.4,0.0,2.0,1.8
957,板橋區,縣民大道三段270巷口,25.02323,121.47835,11.0,8.3,5.5,4.0,0.0,4.2
958,板橋區,縣民富山街口,25.02201,121.47605,10.0,7.1,4.9,3.3,0.0,4.1
959,板橋區,縣民板城路口,25.00392,121.45325,40.0,0.8,7.3,0.0,5.3,0.6
960,板橋區,縣民民族路口,25.01,121.461,49.0,11.3,19.0,0.0,0.0,2.4
961,板橋區,縣民民生路口,25.01836,121.47072,13.0,2.6,1.3,0.0,0.0,21.8
962,板橋區,縣民漢生東路口,25.01578,121.46779,71.0,6.2,8.7,0.0,0.0,4.1
963,板橋區,縣民漢生東路口(西北側),25.01531,121.46624,36.0,12.5,13.9,0.5,0.0,12.4
964,板橋區,縣民觀光街口,25.01702,121.4692,12.0,4.9,1.8,3.8,0.0,14.0
965,板橋區,聖若望平面停車場,25.01068,121.45188,15.0,1.0,4.1,0.0,2.1,5.4
966,板橋區,聯合醫院板橋院區,25.02406,121.45789,52.0,16.9,9.8,9.6,0.0,0.3
967,板橋區,致理科技大學,25.02025,121.46271,31.0,12.2,3.5,10.5,0.0,6.8
968,板橋區,臺灣藝術大學,25.0075,121.448,65.0,20.7,20.0,3.8,0.0,8.3
969,板橋區,莊敬公園,25.02062,121.47025,50.0,6.6,4.7,2.8,0.0,6.1
970,板橋區,莊敬路25巷口,25.02734,121.47338,23.0,7.9,10.6,0.0,0.0,0.0
971,板橋區,莒光國小,25.02565,121.47465,37.0,6.3,10.9,0.0,0.0,0.1
972,板橋區,華中公園,25.0189,121.44676,15.0,0.6,6.4,0.0,4.4,0.0
973,板橋區,華德公園,24.99195,121.45279,58.0,1.1,8.7,0.0,6.7,0.3
974,板橋區,華德公園平面停車場,24.99292,121.45339,18.0,11.4,7.4,5.7,0.0,1.8
975,板橋區,華江一華江九路口,25.033,121.46681,55.0,0.9,4.9,0.0,2.9,21.2
976,板橋區,華江一華江二路口(吾界社區),25.03596,121.47677,40.0,0.9,4.6,0.0,2.6,4.0
977,板橋區,華江一華江二路口(江匯Life社區),25.03588,121.47656,40.0,2.7,6.2,0.0,3.0,0.7
978,板橋區,華江一華江五路口(雙江翠社區),25.03485,121.47253,46.0,3.8,8.3,0.0,3.9,0.3
979,板橋區,華江一華江六路口(仰真社區),25.034,121.47,38.0,2.4,7.1,0.0,4.3,3.1
980,板橋區,華江九華江一路口(匯翠社區),25.033,121.466,40.0,3.5,9.6,0.0,5.6,1.6
981,板橋區,華江二華江一路口(帝國花園廣場社區),25.03544,121.47523,40.0,6.9,8.5,0.0,0.0,5.8
982,板橋區,華江五華江一路口(帝國花園廣場社區),25.03474,121.47336,39.0,3.0,5.7,0.0,0.0,1.4
983,板橋區,華江公園,25.01946,121.47099,12.0,3.1,2.4,1.2,0.0,12.4
984,板橋區,華江橋自行車牽引道,25.03562,121.48046,16.0,1.2,3.5,0.0,1.5,5.8
985,板橋區,萬板文聖街口,25.02638,121.47973,54.0,6.2,12.5,0.0,5.4,0.3
986,板橋區,萬板高架橋下停車場,25.02729,121.48183,20.0,1.5,4.7,0.0,2.7,0.6
987,板橋區,藝文一永翠路口,25.0224,121.45268,54.0,3.4,10.3,0.0,6.4,1.4
988,板橋區,藝文二永翠路口(青峰社區),25.02142,121.45221,39.0,2.1,5.3,0.0,2.8,4.2
989,板橋區,藝文藝文二街口(大悅社區),25.021765,121.45157,38.0,4.2,9.1,0.0,4.3,4.4
990,板橋區,西安市民活動中心,25.01712,121.47188,27.0,2.8,4.0,0.0,0.0,7.1
991,板橋區,重慶國小,24.99373,121.46253,41.0,6.3,8.7,0.0,0.0,0.4
992,板橋區,重慶國小(和平路101巷),24.99537,121.46216,21.0,6.5,5.4,2.1,0.0,1.0
993,板橋區,重慶路89巷,25.00633,121.46206,13.0,5.2,5.1,0.8,0.0,5.5
994,板橋區,長安街251巷,25.01063,121.47236,16.0,4.0,3.0,1.6,0.0,5.2
995,板橋區,雙十萬板路口,25.02538,121.47718,26.0,6.8,9.8,0.0,0.0,0.0
996,板橋區,音樂公園,25.02856,121.48039,57.0,8.1,13.0,0.0,0.0,0.1
997,板橋區,香社一藝文街口(歡喜市社區),25.0208,121.451,40.0,1.1,6.8,0.0,4.8,1.1
998,板橋區,馥華公園,25.00607,121.44564,53.0,6.0,6.7,0.3,0.0,2.5
999,板橋區,黃石中繼市場,25.0125,121.45699,20.0,2.7,6.8,0.0,3.7,0.4
1000,林口區,三井Outlet,25.07158,121.36629,63.0,9.2,26.4,0.0,15.8,0.1
1001,林口區,中山佳林路口,25.07923,121.38527,26.0,8.1,8.5,0.7,0.0,5.2
1002,林口區,中山文化二路口,25.08288,121.37942,17.0,8.0,10.6,0.0,0.0,0.4
1003,林口區,井泉公園,25.0697,121.35665,25.0,6.1,10.4,0.0,0.0,0.1
1004,林口區,仁愛文化二路口,25.0777,121.37354,55.0,6.7,14.8,0.0,7.0,1.4
1005,林口區,佳林國中(文化一路),25.08141,121.38353,18.0,4.2,4.3,0.5,0.0,16.9
1006,林口區,信義文化三路口,25.08214,121.37541,24.0,8.8,13.0,0.0,0.0,0.6
1007,林口區,八德文化三路口,25.06597,121.35992,26.0,9.5,11.7,0.0,0.0,10.7
1008,林口區,八德路500巷,25.06715,121.35626,20.0,2.3,7.5,0.0,4.9,1.1
1009,林口區,力行公園,25.07776,121.36892,16.0,7.7,7.4,1.4,0.0,0.4
1010,林口區,南勢六街81巷口,25.07255,121.35475,15.0,5.9,7.7,0.0,0.0,0.0
1011,林口區,南勢國中,25.07486,121.36232,24.0,1.4,3.1,0.0,1.1,14.8
1012,林口區,南勢市民活動中心,25.07393,121.35914,25.0,10.0,11.5,0.0,0.0,0.0
1013,林口區,四維文化一路口,25.07664,121.37982,16.0,3.0,3.0,0.0,0.0,15.0
1014,林口區,四維文化二路口,25.07899,121.37604,27.0,5.2,5.2,0.8,0.0,3.4
1015,林口區,國家檔案館,25.07353,121.37472,17.0,5.8,4.6,2.1,0.0,23.4
1016,林口區,國家檔案館(文化一路),25.07285,121.37527,25.0,4.2,5.7,0.0,0.0,17.7
1017,林口區,國立師範大學林口校區,25.06804,121.39795,59.0,24.2,37.0,0.0,0.0,4.8
1018,林口區,大崙公園,25.0766,121.36,30.0,12.6,14.6,0.0,0.0,0.0
1019,林口區,宗北公園,25.08809,121.3838,15.0,2.2,6.5,0.0,3.9,0.0
1020,林口區,富貴森林公園,25.08296,121.37831,46.0,11.6,20.9,0.0,0.0,0.0
1021,林口區,崇林國中,25.06754,121.37134,20.0,2.4,3.2,0.0,0.0,18.5
1022,林口區,師大林口校區正樓後,25.06944,121.4033,27.0,7.3,9.6,0.0,0.0,18.8
1023,林口區,師大林口校區行政大樓,25.06726,121.40133,18.0,2.8,2.6,0.0,0.0,30.1
1024,林口區,師大林口校區誠樓前,25.06929,121.4022,29.0,5.1,2.5,3.4,0.0,23.7
1025,林口區,師大林口校區體育館前,25.06703,121.40216,16.0,2.3,4.1,0.0,0.0,21.2
1026,林口區,廣停二停車場,25.0755,121.37045,41.0,18.2,19.7,1.3,0.0,0.0
1027,林口區,忠孝二文化二路口,25.06913,121.36541,23.0,8.1,9.0,0.3,0.0,5.4
1028,林口區,忠孝公園路口,25.0712,121.36982,16.0,7.7,6.4,2.4,0.0,6.6
1029,林口區,忠福南勢一街口,25.07744,121.36137,20.0,5.6,8.2,0.0,0.0,0.3
1030,林口區,扶輪公園,25.07298,121.36932,48.0,3.4,13.2,0.0,9.2,0.7
1031,林口區,扶輪公園(忠孝路),25.07239,121.3685,33.0,4.2,9.6,0.0,4.8,2.5
1032,林口區,捷運林口站(1號出口),25.06599,121.36251,97.0,43.8,47.2,3.1,0.0,13.3
1033,林口區,文化一路一段190巷口,25.07549,121.37905,10.0,3.8,3.3,1.1,0.0,11.6
1034,林口區,文化一路一段91巷口,25.07048,121.37217,30.0,6.1,8.7,0.0,0.0,2.5
1035,林口區,文化一麗園路2巷口,25.07222,121.37494,18.0,2.7,4.8,0.0,0.0,7.2
1036,林口區,文化三四維路口,25.07979,121.37414,29.0,7.4,11.8,0.0,0.0,0.1
1037,林口區,文化三路一段203號前,25.07039,121.36246,27.0,6.9,9.4,0.0,0.0,2.5
1038,林口區,文化三路一段249巷,25.07204,121.36309,15.0,9.3,7.2,3.5,0.0,0.3
1039,林口區,文化三路一段447巷口,25.07464,121.36821,15.0,6.8,7.8,0.1,0.0,0.6
1040,林口區,文化二路一段260巷口,25.07366,121.37107,14.0,5.4,7.0,0.0,0.0,2.8
1041,林口區,文化二路一段68巷口,25.06812,121.36524,21.0,4.3,6.4,0.0,0.0,6.1
1042,林口區,文化北中華路口,25.09322,121.37874,19.0,1.2,8.1,0.0,6.1,0.1
1043,林口區,文化北忠孝一路口,25.07376,121.36119,18.0,1.5,3.5,0.0,1.5,6.2
1044,林口區,文化北路一段412巷口,25.07659,121.36492,27.0,0.9,7.9,0.0,5.9,13.0
1045,林口區,文化廣場,25.07294,121.36629,30.0,5.7,11.6,0.0,5.0,9.3
1046,林口區,文林公園,25.08711,121.37525,15.0,6.2,8.8,0.0,0.0,0.1
1047,林口區,新北市林口行政園區,25.07,121.36394,56.0,15.9,28.8,0.0,0.0,2.4
1048,林口區,新林國小,25.07079,121.3595,29.0,7.8,14.5,0.0,0.0,1.7
1049,林口區,新麗園社區,25.07005,121.37691,51.0,7.6,18.9,0.0,10.1,0.0
1050,林口區,東明一街121巷,25.06976,121.39018,20.0,2.8,9.3,0.0,6.1,0.1
1051,林口區,東明公園(興林路221巷),25.07195,121.39021,18.0,1.9,4.9,0.0,2.7,8.9
1052,林口區,松柏公園,25.09129,121.37942,10.0,3.2,4.9,0.0,0.0,0.7
1053,林口區,林口仁愛公共托育中心,25.07209,121.37412,18.0,4.1,6.0,0.0,0.0,11.3
1054,林口區,林口區停三停車場,25.0788,121.38918,13.0,5.5,6.2,0.1,0.0,7.2
1055,林口區,林口區公所,25.07674,121.38818,29.0,5.9,11.9,0.0,5.1,1.3
1056,林口區,林口吉祥公園,25.08027,121.37576,29.0,8.7,14.8,0.0,0.0,0.1
1057,林口區,林口國小,25.0805,121.389,24.0,4.1,6.8,0.0,0.0,5.2
1058,林口區,林口國民運動中心,25.08601,121.38093,32.0,6.9,16.1,0.0,8.2,0.3
1059,林口區,林口國民運動中心(文化三路),25.08712,121.37961,20.0,5.7,11.1,0.0,0.0,0.0
1060,林口區,林口夜市(中山路),25.07914,121.38689,11.0,4.8,5.2,0.4,0.0,8.2
1061,林口區,林口婦幼公園,25.07231,121.37752,28.0,4.9,10.0,0.0,4.3,0.0
1062,林口區,林口廣停一停車場,25.07534,121.3722,18.0,2.5,6.5,0.0,3.6,1.8
1063,林口區,林口新創園,25.07583,121.37609,40.0,4.6,3.5,1.8,0.0,17.8
1064,林口區,林口東湖國小,25.07713,121.38195,15.0,3.7,6.4,0.0,0.0,3.7
1065,林口區,林口社區運動公園,25.07411,121.37694,30.0,3.4,4.2,0.0,0.0,26.6
1066,林口區,林口社區運動公園(公園路),25.07447,121.37429,47.0,6.8,12.6,0.0,0.0,11.3
1067,林口區,林口老街,25.07715,121.39378,17.0,6.7,6.7,0.9,0.0,1.0
1068,林口區,林口自強公園,25.0781,121.397,20.0,8.1,7.5,1.8,0.0,5.1
1069,林口區,林口轉運站,25.06687,121.36123,99.0,29.7,34.5,0.0,0.0,7.2
1070,林口區,林口郵局,25.06667,121.36453,25.0,10.1,9.5,2.1,0.0,4.5
1071,林口區,林口高中,25.07384,121.3803,31.0,4.7,3.2,2.3,0.0,17.9
1072,林口區,林口高中(四維路),25.07386,121.38159,23.0,4.5,3.5,1.7,0.0,24.9
1073,林口區,樂活公園,25.06705,121.37612,14.0,2.5,6.0,0.0,3.1,1.1
1074,林口區,樂活公園(文化一路),25.06722,121.36922,26.0,4.4,8.3,0.0,0.0,15.3
1075,林口區,民享中山路口,25.08203,121.38138,12.0,5.1,6.7,0.0,0.0,2.0
1076,林口區,民族仁愛路口,25.07951,121.37068,17.0,7.7,8.7,0.2,0.0,0.7
1077,林口區,民族忠孝路口,25.07484,121.36496,14.0,2.7,5.8,0.0,2.7,1.0
1078,林口區,民視數位媒體總部,25.07987,121.37925,30.0,7.7,16.8,0.0,7.9,0.0
1079,林口區,湖北市民活動中心,25.09612,121.3867,10.0,3.7,4.4,0.0,0.0,1.4
1080,林口區,湖南市民活動中心,25.08428,121.37432,26.0,8.1,13.9,0.0,0.0,0.8
1081,林口區,湖子和福宮,25.0926,121.38847,15.0,3.8,7.7,0.0,0.0,4.4
1082,林口區,立功公園,25.06763,121.35858,14.0,7.0,7.1,1.0,0.0,0.8
1083,林口區,立德公園,25.07639,121.36762,30.0,6.4,15.8,0.0,8.4,0.0
1084,林口區,立言公園,25.07324,121.36281,31.0,4.6,11.0,0.0,5.7,0.1
1085,林口區,竹林一文化一路口,25.08565,121.38538,15.0,6.6,8.2,0.0,0.0,1.4
1086,林口區,竹林山觀音寺,25.08452,121.38983,20.0,3.7,10.3,0.0,6.0,0.4
1087,林口區,築禾樂社區,25.08859,121.38552,15.0,2.9,6.6,0.0,3.3,0.0
1088,林口區,興林路151巷口,25.07345,121.389175,25.0,4.8,3.7,1.9,0.0,18.9
1089,林口區,西林簡易籃球場,25.07511,121.38133,16.0,5.1,4.7,1.2,0.0,19.9
1090,林口區,足夢運動公園,25.07562,121.39643,15.0,7.7,8.2,0.6,0.0,2.3
1091,林口區,醒吾科技大學(粉寮路),25.08048,121.39804,26.0,4.4,5.0,0.1,0.0,14.4
1092,林口區,頭湖國小,25.08167,121.37268,27.0,8.2,14.2,0.0,0.0,0.0
1093,林口區,麗林公有市場,25.06912,121.36776,28.0,13.4,11.3,4.1,0.0,1.3
1094,樹林區,?寮公園,25.00694,121.41264,12.0,1.7,2.3,0.0,0.0,13.7
1095,樹林區,三俊街65巷口,25.01585,121.41359,15.0,5.7,4.9,1.7,0.0,13.0
1096,樹林區,三多國小,25.01638,121.40701,26.0,4.2,5.3,0.0,0.0,10.2
1097,樹林區,三多第1市民活動中心,25.01637,121.40426,27.0,2.7,3.2,0.0,0.0,14.1
1098,樹林區,三鶯分區區務辦公室,24.99007,121.41691,15.0,1.4,4.8,0.0,2.8,1.4
1099,樹林區,中山八德街口,24.98511,121.41761,20.0,2.4,4.6,0.0,0.0,4.7
1100,樹林區,中山大安路口,24.98286,121.41182,30.0,2.0,8.6,0.0,6.3,0.8
1101,樹林區,中山新興街口,24.97512,121.40049,30.0,1.8,10.7,0.0,8.6,0.3
1102,樹林區,中山立仁街口,24.9886,121.42178,21.0,2.9,5.2,0.0,0.0,3.5
1103,樹林區,中正保安街三段口,25.01239,121.41274,11.0,4.4,4.6,0.5,0.0,8.6
1104,樹林區,中正千歲街口,24.99948,121.42756,17.0,3.1,7.0,0.0,3.4,0.6
1105,樹林區,中正路248巷口,25.00717,121.41774,10.0,3.7,4.8,0.0,0.0,6.1
1106,樹林區,中華路12巷口,24.982609,121.42111,20.0,1.7,3.6,0.0,1.6,24.3
1107,樹林區,中華路379巷口,24.97986,121.41239,14.0,2.2,5.6,0.0,3.1,3.2
1108,樹林區,佳園大成路口,24.94487,121.38362,14.0,5.6,6.8,0.0,0.0,0.1
1109,樹林區,佳園學成路口,24.94695,121.385,22.0,4.4,11.0,0.0,5.9,0.3
1110,樹林區,佳園路三段101巷80弄口,24.94984,121.39488,15.0,1.4,8.3,0.0,6.3,0.6
1111,樹林區,俊興三龍街口,25.01713,121.41828,21.0,5.4,4.1,2.1,0.0,19.8
1112,樹林區,俊興俊安街口,25.01187,121.41691,15.0,3.4,6.9,0.0,3.0,5.8
1113,樹林區,俊英俊保路口,25.0091,121.42487,20.0,6.8,9.0,0.0,0.0,6.4
1114,樹林區,俊英大安路口,25.00379,121.42818,14.0,5.1,7.6,0.0,0.0,5.9
1115,樹林區,俊英街125巷口,25.0108,121.42446,15.0,6.0,5.6,1.3,0.0,3.8
1116,樹林區,俊英街219巷口,25.01294,121.42365,17.0,2.7,5.2,0.0,0.0,2.1
1117,樹林區,保安立體停車場,24.99334,121.42652,12.0,4.4,6.6,0.0,0.0,4.8
1118,樹林區,億光電子(樹林高中),24.98356,121.4236,41.0,3.9,4.9,0.0,0.0,16.4
1119,樹林區,光華公園,25.00557,121.41306,25.0,4.3,7.4,0.0,0.0,6.5
1120,樹林區,全球傳動科技公司,25.0073,121.41496,20.0,5.0,6.2,0.0,0.0,26.6
1121,樹林區,八德中華路口,24.98144,121.42002,15.0,3.3,4.2,0.0,0.0,11.9
1122,樹林區,八德街東豐街口,24.97427,121.41946,12.0,3.6,5.7,0.0,0.0,4.8
1123,樹林區,南樹林火車站,24.9802,121.409,20.0,8.2,7.3,2.1,0.0,9.9
1124,樹林區,味王街,24.9747,121.404,26.0,7.7,11.0,0.0,0.0,20.8
1125,樹林區,四維八德街口,24.98018,121.42107,15.0,1.3,4.9,0.0,2.9,2.1
1126,樹林區,四維國凱街口(立天下社區),24.97934,121.42241,44.0,1.3,5.8,0.0,3.8,2.1
1127,樹林區,大同國小,24.98114,121.41683,30.0,5.2,10.6,0.0,4.6,0.0
1128,樹林區,大安文化街口,24.98962,121.41595,21.0,1.5,3.4,0.0,1.4,16.9
1129,樹林區,大成學士路口,24.94768,121.38196,17.0,5.9,7.0,0.0,0.0,2.1
1130,樹林區,大雅佳園路口,24.94447,121.38067,14.0,6.8,8.5,0.0,0.0,0.3
1131,樹林區,學勤大有路口,24.94864,121.38399,18.0,7.0,6.1,2.0,0.0,1.8
1132,樹林區,學府大成路口,24.9509,121.38139,14.0,5.1,6.0,0.0,0.0,14.4
1133,樹林區,學府大雅路口,24.95041,121.37901,15.0,6.9,9.1,0.0,0.0,1.0
1134,樹林區,學成大成路口,24.94587,121.38236,37.0,11.8,18.8,0.0,0.0,0.3
1135,樹林區,學成大義路口,24.9453,121.37838,33.0,8.9,14.8,0.0,0.0,0.0
1136,樹林區,山佳火車站,24.97271,121.39317,25.0,3.3,8.8,0.0,5.1,0.1
1137,樹林區,彭厝市場,24.97848,121.41828,22.0,7.7,8.2,0.6,0.0,0.1
1138,樹林區,彭厝里(福順街),24.97757,121.41641,15.0,4.5,5.6,0.0,0.0,1.3
1139,樹林區,彭福國小,24.9804,121.4233,40.0,1.4,10.0,0.0,8.0,0.6
1140,樹林區,文林國小,24.9979,121.426,23.0,12.4,9.5,4.7,0.0,0.4
1141,樹林區,文林國小(潭興街),24.99828,121.42462,44.0,3.3,12.8,0.0,9.0,0.1
1142,樹林區,新北市立圖書館樹林東昇分館,24.98379,121.41503,20.0,3.0,3.8,0.0,0.0,17.4
1143,樹林區,東大街,24.97563,121.40947,15.0,3.7,7.7,0.0,3.4,2.1
1144,樹林區,東興街,24.97872,121.40999,15.0,2.8,7.1,0.0,4.0,1.8
1145,樹林區,東豐街85巷口,24.97375,121.41016,12.0,6.2,6.9,0.2,0.0,10.2
1146,樹林區,東陽市民活動中心,24.98205,121.41224,30.0,2.8,10.5,0.0,7.3,0.6
1147,樹林區,東順街36巷口,24.97831,121.41149,11.0,2.5,5.9,0.0,3.0,0.3
1148,樹林區,柑園五里聯合活動中心,24.95096,121.38646,25.0,4.3,9.3,0.0,4.3,1.3
1149,樹林區,柑園國小,24.95615,121.38966,14.0,3.1,7.3,0.0,3.7,2.8
1150,樹林區,柑園街一段51巷口,24.96029,121.40316,18.0,2.5,9.7,0.0,6.8,0.3
1151,樹林區,柑園街二段363巷口,24.94909,121.36809,12.0,3.0,6.0,0.0,0.0,0.4
1152,樹林區,森林公園,24.94819,121.37975,30.0,9.0,17.1,0.0,0.0,0.3
1153,樹林區,樹林區公所,24.98976,121.42477,37.0,19.7,23.3,0.0,0.0,1.0
1154,樹林區,樹林區第三平面停車場,24.98928,121.41107,13.0,1.4,5.3,0.0,3.3,0.8
1155,樹林區,樹林國小,24.98886,121.41765,24.0,8.8,5.5,4.7,0.0,1.1
1156,樹林區,樹林國民運動中心,25.0042,121.42285,25.0,5.7,14.7,0.0,8.2,0.3
1157,樹林區,樹林大安活動中心,24.98636,121.41489,44.0,3.5,5.2,0.0,0.0,10.0
1158,樹林區,樹林大安站,24.99738,121.42181,66.0,4.1,12.2,0.0,7.5,3.1
1159,樹林區,樹林工業區,25.00088,121.41608,33.0,7.8,13.9,0.0,0.0,4.2
1160,樹林區,樹林火車站(後站),24.9917,121.42417,65.0,31.3,24.3,11.7,0.0,2.4
1161,樹林區,樹林藝文綜合行政大樓,24.99602,121.42949,39.0,3.7,5.8,0.0,0.0,8.6
1162,樹林區,樹林藝文綜合行政大樓停車場,24.99636,121.42853,18.0,6.0,6.5,0.4,0.0,7.3
1163,樹林區,民生親子公園,24.99298,121.42819,20.0,4.2,3.7,1.2,0.0,8.1
1164,樹林區,獇寮公園,25.00694,121.41264,12.0,1.0,2.7,0.0,0.7,7.5
1165,樹林區,福順街,24.97913,121.41555,13.0,3.4,4.3,0.0,0.0,3.7
1166,樹林區,育德國小,24.97062,121.3925,20.0,2.3,6.8,0.0,4.2,0.6
1167,樹林區,臺鐵樹林車站(後站停車場),24.99089,121.42384,64.0,4.9,22.9,0.0,17.3,0.6
1168,樹林區,鎮前街347巷口,24.98419,121.41638,16.0,1.5,6.1,0.0,4.1,0.7
1169,樹林區,長壽親子公園,24.9917,121.42203,26.0,7.4,9.7,0.0,0.0,0.8
1170,樹林區,鹿角溪公園,24.97151,121.39591,13.0,2.1,5.6,0.0,3.2,1.8
1171,永和區,上林里(環河東路一段),25.015,121.52095,42.0,3.0,7.1,0.0,3.7,1.7
1172,永和區,中信停車場(中興街),25.01228,121.51864,17.0,7.9,6.7,2.4,0.0,3.0
1173,永和區,中山路一段17巷口,25.01039,121.51375,11.0,4.6,5.4,0.0,0.0,6.9
1174,永和區,中正橋,25.01776,121.51681,40.0,4.2,13.9,0.0,9.1,0.6
1175,永和區,中正橋(環河西路一段),25.01803,121.51553,24.0,2.1,4.5,0.0,2.1,6.5
1176,永和區,中正路242巷口,24.99816,121.51634,13.0,7.2,5.0,3.3,0.0,2.5
1177,永和區,中正路465巷,25.00587,121.51591,17.0,5.7,4.2,2.4,0.0,4.1
1178,永和區,中正路666巷口,25.00913,121.51917,10.0,0.0,0.0,0.0,0.0,100.0
1179,永和區,仁愛信義路口,25.01329,121.51269,20.0,7.2,6.7,1.6,0.0,17.8
1180,永和區,仁愛公園,25.00952,121.50542,79.0,3.2,10.5,0.0,6.8,0.0
1181,永和區,仁愛公園(仁愛路),25.01138,121.50796,15.0,3.7,1.7,2.6,0.0,19.8
1182,永和區,仁愛路306巷18弄口,25.00888,121.50303,13.0,10.9,5.7,6.7,0.0,2.0
1183,永和區,仁愛路40巷口,25.01346,121.51416,23.0,15.1,7.2,10.1,0.0,29.5
